"Order Line/Order Reference","Order Line/Product","Order Line/Unit Price","Order Line/Quantity","Order Line/Received Qty","Order Line/Subtotal","Order Line/Confirmed Date","Order Line/Expected Arrival Time","Order Line/Partner","Order Line/Company","Order Line/Created By","Order Line/Status","Order Line/Order Reference/Actual Ship Date"
"ILP25058442 (OL2076-3)","[A40326] XIANYOU Melon Milk 24btls*500ml","22.48","3.0","3.0","67.44","2025-05-07 14:15:13","2025-07-03 14:15:13","Qinglan Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"CAP25058481","[L19106] YOULING Mango Jujube 24bags*200g","47.37","2.0","2.0","94.74","2025-05-07 12:30:09","2025-07-03 12:30:09","Qinglan Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25058481","[A59240] XIANYOU Beef Ready-to-Drink Tea 20btls*480ml","14.12","3.0","3.0","42.36","2025-05-07 12:30:09","2025-07-03 12:30:09","Qinglan Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25058481","[FA72146] WEIFENG Honey Frozen Pastries&Pancakes&Baked Pancakes 20bags*200g","39.43","1.0","1.0","39.43","2025-05-07 12:30:09","2025-07-03 12:30:09","Qinglan Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"ILP25058544","[D20331] JINSONG Lemon Instant Noodles 12bags*200g","14.04","1.0","1.0","14.04","2025-05-07 12:01:10","2025-05-17 12:01:10","Morning Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058544","[E32256] YOUFENG Spicy Chili Seasonings 24bags*150g","18.37","1.0","1.0","18.37","2025-05-07 12:01:10","2025-05-17 12:01:10","Morning Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058996","[G98339] Shunling Coconut Sesame Paste 10bags*1000g","32.53","1.0","1.0","32.53","2025-05-07 10:06:58","2025-06-26 10:06:58","Xinglin Crown Trading Co., LTD","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058996","[E66311] Shunling Grape Chili Seasonings 30bags*1000g","20.88","1.0","1.0","20.88","2025-05-07 10:06:58","2025-06-26 10:06:58","Xinglin Crown Trading Co., LTD","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058385 (OL3251-1)","[A29259] Baoan Beef Milk Drinks 15btls*280ml","15.14","1.0","1.0","15.14","2025-05-06 18:04:29","2025-07-11 18:04:29","Jiangbei Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP25058385 (OL3251-1)","[A38147] Baoan Chocolate Juice 12btls*480ml","24.53","2.0","2.0","49.06","2025-05-06 18:04:29","2025-07-11 18:04:29","Jiangbei Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP25058385 (OL3251-1)","[G53180] Zhouyou Taro Sauces 10bags*400g","13.45","1.0","1.0","13.45","2025-05-06 18:04:29","2025-07-11 18:04:29","Jiangbei Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP25058385 (OL3251-1)","[A17227] Baoan Grape Coconut Water 20btls*280ml","20.61","22.0","22.0","453.42","2025-05-06 18:04:29","2025-07-11 18:04:29","Jiangbei Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP25058385 (OL3251-1)","[F79209] XIANZHOU Oolong Starch 12bags*1000g","23.51","1.0","1.0","23.51","2025-05-06 18:04:29","2025-07-11 18:04:29","Jiangbei Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"TXP25058928","[G44345] ANZHU Strawberry Dipping Sauce 24bags*70g","13.31","7.0","0.0","","2025-05-06 17:12:42","2025-05-11 17:12:42","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done","2025-05-08"
"NJP25058362","[A29259] Baoan Beef Milk Drinks 15btls*280ml","13.82","4.0","4.0","55.28","2025-05-06 14:50:26","2025-07-11 14:50:26","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058362","[G53180] Zhouyou Taro Sauces 10bags*400g","14.37","22.0","22.0","316.14","2025-05-06 14:50:26","2025-07-11 14:50:26","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058362","[F53365] Xixiang Five Spice Rice 20bags*150g","37.63","1.0","1.0","37.63","2025-05-06 14:50:26","2025-07-11 14:50:26","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058362","[F79209] XIANZHOU Oolong Starch 12bags*1000g","24.66","1.0","1.0","24.66","2025-05-06 14:50:26","2025-07-11 14:50:26","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058362","[F97157] XIANZHOU Pickled Vegetable Flour Mix & Frying Batter Mix 10bags*400g","38.57","12.0","12.0","462.84","2025-05-06 14:50:26","2025-07-11 14:50:26","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058665","[VHK17363] YUEMEI Matcha Home Cleaning 100ml","15.7","10.0","10.0","157.0","2025-05-06 12:48:31","2025-07-06 12:48:31","Baiyun Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058665","[A70145] Chenwei Green Tea Ready-to-Drink Coffee 15btls*1500ml","21.39","1.0","1.0","21.39","2025-05-06 12:48:31","2025-07-06 12:48:31","Baiyun Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058727","[G65293] ANZHU Chocolate Chili Sauce 24bags*500g","43.01","24.0","24.0","1032.24","2025-05-06 09:10:43","2025-05-11 09:10:43","Evergreen Crown Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"TXP25058840","[A70145] Chenwei Green Tea Ready-to-Drink Coffee 15btls*1500ml","23.47","20.0","20.0","469.4","2025-05-05 19:05:56","2025-07-05 19:05:56","Baiyun Foods USA Inc","Crestline Houston Inc","JIE FAN","done",""
"TXP25058840","[VHK17363] YUEMEI Matcha Home Cleaning 100ml","16.82","2.0","2.0","33.64","2025-05-05 19:05:56","2025-07-05 19:05:56","Baiyun Foods USA Inc","Crestline Houston Inc","JIE FAN","done",""
"CAP25058806 (OL3322-5)","[A53303] FENGFENG Milk Ready-to-Drink Tea 24btls*480ml","14.04","2.0","2.0","28.08","2025-05-05 18:36:06","2025-07-06 18:36:06","Nanxi Green Leaf Trading Co., LTD","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP25058402","[B19354] MAIWAN Beef Seasoned Vegetarian Snacks 20bags*400g","31.0","102.0","102.0","3162.0","2025-05-05 18:11:47","2025-06-22 18:11:47","Fengcheng Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25058402","[B23232] Fuxi Green Tea Puffed Snacks 8bags*70g","37.75","121.0","121.0","4567.75","2025-05-05 18:11:47","2025-06-22 18:11:47","Fengcheng Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25058402","[B27179] MAIWAN Five Spice Candy 10bags*70g","26.76","11.0","11.0","294.36","2025-05-05 18:11:47","2025-06-22 18:11:47","Fengcheng Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25058402","[B66373] Fuxi Pineapple Puffed/Flour Snacks 30bags*70g","30.34","18.0","18.0","546.12","2025-05-05 18:11:47","2025-06-22 18:11:47","Fengcheng Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25058402","[E55188] Maijia Red Bean Cumin 8bags*1000g","17.59","1.0","1.0","17.59","2025-05-05 18:11:47","2025-06-22 18:11:47","Fengcheng Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"NWP25058901","[Z61305] Shunfeng Seafood Detergent 30bags*400g","38.78","1.0","1.0","","2025-05-05 18:00:25","2025-06-17 18:00:25","Hengshan Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP25058901","[G50228] XIANGYOU Red Bean Cooking Wine 20bags*100g","37.05","6.0","6.0","222.3","2025-05-05 18:00:25","2025-06-17 18:00:25","Hengshan Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP25058901","[E30150] YOUSHUN Garlic Garlic 1bag*25lb","24.69","37.0","37.0","913.53","2025-05-05 18:00:25","2025-06-17 18:00:25","Hengshan Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"CAP25058200 (OL3144-2)","[VHK62378] BAOXI Pickled Vegetable Home Cleaning 500ml","2.75","211.0","211.0","","2025-05-05 17:04:54","2025-05-19 17:04:54","Sakura Rising Sun Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP25058200 (OL3144-2)","[VCA93361] BAOXI Coconut Fashion Jewelry 400ml","19.59","3.0","3.0","58.77","2025-05-05 17:04:54","2025-05-19 17:04:54","Sakura Rising Sun Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP25058200 (OL3144-2)","[VCA61111] BAOXI Chocolate Apparel & Accessories 400ml","13.35","1.0","1.0","13.35","2025-05-05 17:04:54","2025-05-19 17:04:54","Sakura Rising Sun Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"NWP25058699 (OL2618-5)","[VBB72309] CHENWAN Pineapple Baby Products 150ml","10.5","679.0","679.0","7129.5","2025-05-05 14:36:39","2025-06-19 14:36:39","Willow Orient Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"NJP25058507","[CJ07286] Baochen Chocolate Salt 6bags*100g","30.44","1.0","1.0","30.44","2025-05-05 13:24:24","2025-05-15 13:24:24","Morning Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"ILP25058705 (OL3624-4)","[A33118] Chenwei BBQ Milk 12btls*330ml","12.72","1.0","1.0","12.72","2025-05-05 12:12:21","2025-07-05 12:12:21","Baiyun Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058705 (OL3624-4)","[CJ74307] BAOSHUN Oolong BBQ Sauce 20bags*400g","25.42","2.0","2.0","50.84","2025-05-05 12:12:21","2025-07-05 12:12:21","Baiyun Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058705 (OL3624-4)","[E27158] Chuanlan Taro Scallion 12bags*70g","14.41","21.0","21.0","302.61","2025-05-05 12:12:21","2025-07-05 12:12:21","Baiyun Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058705 (OL3624-4)","[F63252] CHENGQING Osmanthus Flour 20bags*150g","16.71","2.0","2.0","33.42","2025-05-05 12:12:21","2025-07-05 12:12:21","Baiyun Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"NWP25058832","[L13277] Xianyue Brown Sugar Tofu Skin 8bags*150g","76.49","1.0","1.0","76.49","2025-05-05 10:27:45","2025-07-03 10:27:45","Lanting Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP25058832","[G71266] ZHUYUN Pineapple Syrup 8bags*70g","23.28","1.0","1.0","23.28","2025-05-05 10:27:45","2025-07-03 10:27:45","Lanting Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP25058832","[E39262] ZHUYUN Coconut White Sugar 10bags*400g","29.46","1.0","1.0","29.46","2025-05-05 10:27:45","2025-07-03 10:27:45","Lanting Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"TXP25059177","[E27390] XIANGYOU Oolong Chili Seasonings 8bags*1000g","49.98","1.0","1.0","49.98","2025-05-05 08:41:40","2025-06-17 08:41:40","Hengshan Foods USA Inc","Crestline Houston Inc","JIE FAN","done",""
"TXP25059177","[Z46350] Shunfeng Seafood Detergent 30bags*70g","36.24","1.0","1.0","36.24","2025-05-05 08:41:40","2025-06-17 08:41:40","Hengshan Foods USA Inc","Crestline Houston Inc","JIE FAN","done",""
"CAP25058635","[G10181] Baochen Pickled Vegetable Soybean Paste 8bags*1000g","24.99","1.0","1.0","24.99","2025-05-05 08:39:25","2025-05-15 08:39:25","Morning Harvest Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP25058635","[F32229] Guxi Pickled Vegetable Peanuts 8bags*70g","20.44","1.0","1.0","20.44","2025-05-05 08:39:25","2025-05-15 08:39:25","Morning Harvest Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP25058635","[D23226] JINSONG Peach Rice Noodles 12bags*200g","14.81","2.0","2.0","29.62","2025-05-05 08:39:25","2025-05-15 08:39:25","Morning Harvest Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP25058635","[E32256] YOUFENG Spicy Chili Seasonings 24bags*150g","16.89","1.0","1.0","16.89","2025-05-05 08:39:25","2025-05-15 08:39:25","Morning Harvest Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"NJP25058092","[FE60355] Chenle Osmanthus Ice Cream 8boxes*4bags*88ml","30.14","9433.0","9433.0","284310.62","2025-05-04 17:05:37","2025-06-17 17:05:37","Donghai Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058092","[VBB96281] TIANMEI Spicy Baby Products 100ml","3.03","95.0","95.0","287.85","2025-05-04 17:05:37","2025-06-17 17:05:37","Donghai Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058092","[FE83379] Chenle Chocolate Ice Cream 6boxes*3bags*72ml","42.03","878.0","878.0","36902.34","2025-05-04 17:05:37","2025-06-17 17:05:37","Donghai Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058092","[FE34150] Chenle Coconut Ice Cream 24boxes*4bags*90ml","36.83","1063.0","1063.0","39150.29","2025-05-04 17:05:37","2025-06-17 17:05:37","Donghai Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058092","[FE03167] Chenle Pineapple Ice Cream 8boxes*4bags*90ml","36.83","65.0","65.0","2393.95","2025-05-04 17:05:37","2025-06-17 17:05:37","Donghai Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"TXP25058659","[D23226] JINSONG Peach Rice Noodles 12bags*200g","16.06","2.0","2.0","32.12","2025-05-04 16:25:00","2025-05-14 16:25:00","Morning Harvest Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP25058659","[CJ44363] YOUFENG Peach BBQ Sauce 24bags*200g","32.38","1.0","1.0","","2025-05-04 16:25:00","2025-05-14 16:25:00","Morning Harvest Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP25058153","[FE03167] Chenle Pineapple Ice Cream 8boxes*4bags*90ml","34.96","12.0","12.0","419.52","2025-05-04 14:50:57","2025-06-17 14:50:57","Donghai Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"ILP25058299","[E62369] Maijia Red Bean Garlic 1bag*50lb","41.78","1.0","1.0","41.78","2025-05-04 13:56:22","2025-06-21 13:56:22","Fengcheng Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058299","[E55188] Maijia Red Bean Cumin 8bags*1000g","18.1","1.0","0.0","18.1","2025-05-04 13:56:22","2025-06-21 13:56:22","Fengcheng Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"NWP25058527 (OL2507-1)","[A79170] Tianxi Chocolate Electrolyte Drinks 15btls*330ml","15.27","2.0","2.0","30.54","2025-05-04 13:43:28","2025-07-08 13:43:28","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"NWP25058527 (OL2507-1)","[B64351] Chenrui BBQ Sunflower Seeds 6bags*150g","34.4","1.0","1.0","34.4","2025-05-04 13:43:28","2025-07-08 13:43:28","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"NWP25058527 (OL2507-1)","[B83168] Chenrui Mala Puffed/Flour Snacks 24bags*400g","21.76","1.0","1.0","21.76","2025-05-04 13:43:28","2025-07-08 13:43:28","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"NWP25058527 (OL2507-1)","[B16283] Chenrui Mala Puffed/Flour Snacks 12bags*100g","32.04","11.0","10.0","352.44","2025-05-04 13:43:28","2025-07-08 13:43:28","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"NJP25058050","[L20305] XIANFU Tomato Wood Ear Mushroom 12bags*70g","89.57","9.0","9.0","806.13","2025-05-04 13:42:45","2025-05-09 13:42:45","Summit Orient Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP25058050","[C62298] LINGGU Oolong Tea 12btls*280ml","14.7","19.0","19.0","279.3","2025-05-04 13:42:45","2025-05-09 13:42:45","Summit Orient Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"ILP25058174 (OL2351-3)","[VHS61142] BAOXI Strawberry Health & Nutrition Drinks 250ml","20.16","59.0","59.0","1189.44","2025-05-04 12:31:19","2025-05-18 12:31:19","Sakura Rising Sun Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058174 (OL2351-3)","[VCA93361] BAOXI Coconut Fashion Jewelry 400ml","18.17","1.0","1.0","18.17","2025-05-04 12:31:19","2025-05-18 12:31:19","Sakura Rising Sun Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058174 (OL2351-3)","[B46334] SHANBAO Jujube Puffed Snacks 12bags*200g","17.19","13.0","13.0","223.47","2025-05-04 12:31:19","2025-05-18 12:31:19","Sakura Rising Sun Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"CAP25058054","[FE18257] YUANCHUAN Peach Ice Cream 24boxes*4bags*72ml","35.14","3.0","3.0","105.42","2025-05-04 12:17:56","2025-05-09 12:17:56","Summit Orient Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP25058054","[A89374] FENGFU Taro Beverages 20btls*1500ml","13.13","2.0","2.0","26.26","2025-05-04 12:17:56","2025-05-09 12:17:56","Summit Orient Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"ILP25058797","[G69350] ANZHU Original Oyster Sauce 10bags*100g","30.17","12.0","12.0","362.04","2025-05-04 09:15:11","2025-05-09 09:15:11","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058797","[E52272] ANZHU Jujube Chili Seasonings 10bags*200g","24.89","31.0","31.0","771.59","2025-05-04 09:15:11","2025-05-09 09:15:11","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058797","[G44345] ANZHU Strawberry Dipping Sauce 24bags*70g","13.26","1.0","1.0","13.26","2025-05-04 09:15:11","2025-05-09 09:15:11","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058797","[A52240] Songzhu Grape Sparkling Water 20btls*330ml","16.62","8.0","8.0","132.96","2025-05-04 09:15:11","2025-05-09 09:15:11","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25058797","[VHS64175] Maibao Jujube Health & Nutrition Drinks 200ml","8.66","28.0","28.0","","2025-05-04 09:15:11","2025-05-09 09:15:11","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"CAP25059037","[B09351] Anchuan Coconut Rice Crackers&Popcorn 10bags*1000g","19.16","1.0","1.0","19.16","2025-05-04 08:41:44","2025-06-23 08:41:44","Nanxi Bridge Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"CAP25059037","[VHK14265] Fengmai Beef Household Goods 400ml","12.09","99.0","99.0","1196.91","2025-05-04 08:41:44","2025-06-23 08:41:44","Nanxi Bridge Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"CAP25059037","[VCA17381] Yuantian Corn Clothes & Apparel 10bags*150g","15.81","1.0","1.0","15.81","2025-05-04 08:41:44","2025-06-23 08:41:44","Nanxi Bridge Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"CAP25059037","[VCA83276] Yuantian Pickled Vegetable Fashion Jewelry 400ml","7.17","162.0","162.0","1161.54","2025-05-04 08:41:44","2025-06-23 08:41:44","Nanxi Bridge Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"CAP25059037","[VBB85169] Yuantian Corn Mother & Bady 24bags*1000g","12.19","24.0","24.0","292.56","2025-05-04 08:41:44","2025-06-23 08:41:44","Nanxi Bridge Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"NJP25058913","[VSC27214] CHUANBAO Lychee Skin Care 250ml","3.08","28.0","28.0","86.24","2025-05-04 08:35:42","2025-06-16 08:35:42","Hengshan Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP25058913","[Z46350] Shunfeng Seafood Detergent 30bags*70g","34.76","3.0","3.0","104.28","2025-05-04 08:35:42","2025-06-16 08:35:42","Hengshan Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP25058913","[Z55231] Shunfeng Pineapple Detergent 8bags*1000g","20.44","1.0","1.0","20.44","2025-05-04 08:35:42","2025-06-16 08:35:42","Hengshan Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP25058965","[F13333] CHUANCHENG Garlic Rice 6bags*70g","24.74","16.0","16.0","395.84","2025-05-03 18:22:12","2025-07-07 18:22:12","Yuhua Silk Road Trading Co., LTD","Crestline New Jersey Inc","Nora Sun","done",""
"TXP25058570","[B96137] Jiaqing Milk Rice Crackers&Popcorn 20bags*1000g","21.64","1.0","1.0","21.64","2025-05-03 15:18:52","2025-07-07 15:18:52","Riverside Harvest Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP25058570","[A89371] WANSHUN Mala Sparkling Water 20btls*1500ml","24.21","1.0","1.0","24.21","2025-05-03 15:18:52","2025-07-07 15:18:52","Riverside Harvest Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP25059120 (OL2150-2)","[L28254] Xianyue Peach Jujube 8bags*100g","68.32","2.0","2.0","136.64","2025-05-03 12:50:12","2025-07-01 12:50:12","Lanting Orient Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"TXP25059120 (OL2150-2)","[C13341] CHENBAO Five Spice Drink Powder/Blocks 10bags*150g","12.13","1.0","1.0","12.13","2025-05-03 12:50:12","2025-07-01 12:50:12","Lanting Orient Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"TXP25059120 (OL2150-2)","[E39262] ZHUYUN Coconut White Sugar 10bags*400g","29.93","4.0","4.0","119.72","2025-05-03 12:50:12","2025-07-01 12:50:12","Lanting Orient Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"NJP25058326","[FG39192] Runliang Mango Frozen Beef 30bags*500g","46.23","2.0","2.0","92.46","2025-05-03 12:24:28","2025-07-04 12:24:28","Nanxi Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058326","[F18149] FENGGU Lemon Flour 12bags*200g","36.05","2.0","2.0","72.1","2025-05-03 12:24:28","2025-07-04 12:24:28","Nanxi Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058326","[FA97196] Runliang Jujube Glutinous Rice Balls 8bags*200g","36.41","1.0","1.0","36.41","2025-05-03 12:24:28","2025-07-04 12:24:28","Nanxi Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"TXP25058867","[Z95115] Xingxiang Melon Packaging 12bags*70g","41.9","1.0","1.0","41.9","2025-05-03 11:53:02","2025-06-17 11:53:02","Willow Orient Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP25058867","[VBB72309] CHENWAN Pineapple Baby Products 150ml","9.52","437.0","437.0","4160.24","2025-05-03 11:53:02","2025-06-17 11:53:02","Willow Orient Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP25058867","[VHB18210] CHENWAN Sea Salt Hair 10bags*70g","13.16","45.0","45.0","592.2","2025-05-03 11:53:02","2025-06-17 11:53:02","Willow Orient Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP25058867","[VHB47257] CHENWAN Chocolate Hair 12bags*200g","3.21","14.0","14.0","44.94","2025-05-03 11:53:02","2025-06-17 11:53:02","Willow Orient Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP25058258","[VHS61142] BAOXI Strawberry Health & Nutrition Drinks 250ml","19.65","20.0","20.0","393.0","2025-05-03 10:19:15","2025-05-17 10:19:15","Sakura Rising Sun Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP25058258","[B46334] SHANBAO Jujube Puffed Snacks 12bags*200g","16.68","1.0","1.0","16.68","2025-05-03 10:19:15","2025-05-17 10:19:15","Sakura Rising Sun Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP25058258","[VCA48180] BAOXI Garlic Fashion Jewelry 200ml","6.72","11.0","11.0","73.92","2025-05-03 10:19:15","2025-05-17 10:19:15","Sakura Rising Sun Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP25058258","[VHK62378] BAOXI Pickled Vegetable Home Cleaning 500ml","2.58","46.0","0.0","118.68","2025-05-03 10:19:15","2025-05-17 10:19:15","Sakura Rising Sun Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"NJP25058444","[B96137] Jiaqing Milk Rice Crackers&Popcorn 20bags*1000g","22.31","3.0","3.0","66.93","2025-05-03 10:04:24","2025-07-07 10:04:24","Riverside Harvest Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058444","[E28264] Yuanxi Beef Sichuan Pepper Seasonings 10bags*1000g","15.16","8.0","8.0","121.28","2025-05-03 10:04:24","2025-07-07 10:04:24","Riverside Harvest Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058444","[A40103] WANSHUN Spicy Sparkling Water 15btls*1500ml","11.08","17.0","17.0","188.36","2025-05-03 10:04:24","2025-07-07 10:04:24","Riverside Harvest Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058444","[A89371] WANSHUN Mala Sparkling Water 20btls*1500ml","24.25","-3.0","-3.0","-72.75","2025-05-03 10:04:24","2025-07-07 10:04:24","Riverside Harvest Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25058444","[A99110] WANSHUN Mala Sparkling Water 20btls*330ml","9.34","6.0","6.0","56.04","2025-05-03 10:04:24","2025-07-07 10:04:24","Riverside Harvest Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"TXP25059027","[VCA17381] Yuantian Corn Clothes & Apparel 10bags*150g","16.01","1.0","1.0","16.01","2025-05-02 18:00:41","2025-06-21 18:00:41","Nanxi Bridge Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"NWP25058050 (OL2171-4)","[FE14300] YUANCHUAN Matcha Ice Cream 6boxes*3bags*90ml","47.22","16.0","16.0","755.52","2025-05-02 17:17:15","2025-05-07 17:17:15","Summit Orient Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"NWP25058050 (OL2171-4)","[A80201] FENGFU Vanilla Probiotic Drinks 15btls*330ml","13.66","1.0","1.0","13.66","2025-05-02 17:17:15","2025-05-07 17:17:15","Summit Orient Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"TXP25058447","[B23232] Fuxi Green Tea Puffed Snacks 8bags*70g","39.86","1.0","1.0","39.86","2025-05-02 15:05:54","2025-06-19 15:05:54","Fengcheng Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP25058447","[B21154] MAIWAN Garlic Puffed Snacks 30bags*1000g","15.37","1.0","1.0","15.37","2025-05-02 15:05:54","2025-06-19 15:05:54","Fengcheng Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
