"批次/序列号码","内部参考号","产品/内部参考号","产品/名称","产品/产品类别/上级名称","产品/产品类别/中文名称","产品/CN 品牌","显示名称","在手数量","有效期","产品/批次可用","产品/预测数量","产品/打板","产品/计量单位","产品/基准成本","活动","产品/有效期","产品/销售价格","公司"
"L251102870","","E30342","Jinfeng Seafood Seasoning | 金丰 海鲜蒜 1bag*20lb","调味品","蒜","金丰","11-18-2025/0.0","0.0","2025-11-18","22.0","32.0","5*7=35","Bag","39.562","","1080","56.5","Crestline Houston Inc"
"L261202871","","G55150","Jinfeng Spicy Seasoning | 金丰 香辣调味汁 12bags*1000g","调味品","调味汁","金丰","12-04-2026/0.0","1.0","2026-12-04","3.0","3.0","7*12=84","Case","13.212","","540","19.5","Crestline Houston Inc"
"L260502872","","G55150","Jinfeng Spicy Seasoning | 金丰 香辣调味汁 12bags*1000g","调味品","调味汁","金丰","05-25-2026/0.0","1.0","2026-05-25","3.0","3.0","7*12=84","Case","13.212","已到警报日期","540","19.5","Crestline Houston Inc"
"L271002873","","G55150","Jinfeng Spicy Seasoning | 金丰 香辣调味汁 12bags*1000g","调味品","调味汁","金丰","10-03-2027/0.0","1.0","2027-10-03","3.0","3.0","7*12=84","Case","13.212","","540","19.5","Crestline Houston Inc"
"L270502874","","G57250","Jinfeng Spicy Seasoning | 金丰 香辣黄豆酱 30bags*500g","调味品","黄豆酱","金丰","05-24-2027/0.0","11.0","2027-05-24","29.0","29.0","9*5=45","Case","13.248","","720","16.5","Crestline Houston Inc"
"L261202875","","G57250","Jinfeng Spicy Seasoning | 金丰 香辣黄豆酱 30bags*500g","调味品","黄豆酱","金丰","12-28-2026/0.0","9.0","2026-12-28","29.0","29.0","9*5=45","Case","13.248","","720","16.5","Crestline Houston Inc"
"L261002876","","G57250","Jinfeng Spicy Seasoning | 金丰 香辣黄豆酱 30bags*500g","调味品","黄豆酱","金丰","10-11-2026/0.0","9.0","2026-10-11","29.0","29.0","9*5=45","Case","13.248","已到警报日期","720","16.5","Crestline Houston Inc"
"L260202877","","G57250","Jinfeng Spicy Seasoning | 金丰 香辣黄豆酱 30bags*500g","调味品","黄豆酱","金丰","02-14-2026/0.0","0.0","2026-02-14","29.0","29.0","9*5=45","Case","13.248","","720","16.5","Crestline Houston Inc"
"L280102878","","G11372","Jinfeng Garlic Seasoning | 金丰 蒜香蚝油 6bags*200g","调味品","蚝油","金丰","01-16-2028/0.0","3.0","2028-01-16","7.0","7.0","17*9=153","Case","37.549","","540","56.0","Crestline Houston Inc"
"L271002879","","G11372","Jinfeng Garlic Seasoning | 金丰 蒜香蚝油 6bags*200g","调味品","蚝油","金丰","10-15-2027/0.0","2.0","2027-10-15","7.0","7.0","17*9=153","Case","37.549","","540","56.0","Crestline Houston Inc"
"L270502880","","G11372","Jinfeng Garlic Seasoning | 金丰 蒜香蚝油 6bags*200g","调味品","蚝油","金丰","05-22-2027/0.0","2.0","2027-05-22","7.0","7.0","17*9=153","Case","37.549","","540","56.0","Crestline Houston Inc"
"2026-04-10","","G11372","Jinfeng Garlic Seasoning | 金丰 蒜香蚝油 6bags*200g","调味品","蚝油","金丰","04-10-2026/0.0","0.0","2026-04-10","7.0","7.0","17*9=153","Case","37.549","","540","56.0","Crestline Houston Inc"
"L260102882","","G11372","Jinfeng Garlic Seasoning | 金丰 蒜香蚝油 6bags*200g","调味品","蚝油","金丰","01-14-2026/0.0","0.0","2026-01-14","7.0","7.0","17*9=153","Case","37.549","","540","56.0","Crestline Houston Inc"
"L270502883","","G96164","Jinfeng Seafood Seasoning | 金丰 海鲜酱油 8bags*200g","调味品","酱油","金丰","05-14-2027/0.0","40.0","2027-05-14","40.0","40.0","13*13=169","Case","24.689","","540","999.0","Crestline Houston Inc"
"L261002884","","G72150","Qingyue Vanilla Seasoning | 青悦 香草蚝油 8bags*400g","调味品","蚝油","青悦","10-03-2026/0.0","4.0","2026-10-03","7.0","9.0","15*10=150","Case","24.933","已到警报日期","540","32.0","Crestline Houston Inc"
"L270602885","","G72150","Qingyue Vanilla Seasoning | 青悦 香草蚝油 8bags*400g","调味品","蚝油","青悦","06-08-2027/0.0","3.0","2027-06-08","7.0","9.0","15*10=150","Case","24.933","","540","32.0","Crestline Houston Inc"
"L260102886","","G72150","Qingyue Vanilla Seasoning | 青悦 香草蚝油 8bags*400g","调味品","蚝油","青悦","01-23-2026/0.0","0.0","2026-01-23","7.0","9.0","15*10=150","Case","24.933","","540","32.0","Crestline Houston Inc"
"2026-04-17","","G72150","Qingyue Vanilla Seasoning | 青悦 香草蚝油 8bags*400g","调味品","蚝油","青悦","04-17-2026/0.0","0.0","2026-04-17","7.0","9.0","15*10=150","Case","24.933","","540","32.0","Crestline Houston Inc"
"L261002888","","G71227","Qingyue Seafood Seasoning | 青悦 海鲜蚝油 20bags*500g","调味品","蚝油","青悦","10-16-2026/0.0","13.0","2026-10-16","13.0","13.0","5*13=65","Case","37.264","已到警报日期","540","42.0","Crestline Houston Inc"
"L260202889","","G71227","Qingyue Seafood Seasoning | 青悦 海鲜蚝油 20bags*500g","调味品","蚝油","青悦","02-22-2026/0.0","0.0","2026-02-22","13.0","13.0","5*13=65","Case","37.264","","540","42.0","Crestline Houston Inc"
"2026-05-28","","G71227","Qingyue Seafood Seasoning | 青悦 海鲜蚝油 20bags*500g","调味品","蚝油","青悦","05-28-2026/0.0","0.0","2026-05-28","13.0","13.0","5*13=65","Case","37.264","","540","42.0","Crestline Houston Inc"
"L261102891","","G01390","Qingyue Pickled Vegetable Seasoning | 青悦 酸菜蘸酱 6bags*70g","调味品","蘸酱","青悦","11-06-2026/0.0","242.0","2026-11-06","242.0","242.0","11*6=66","Case","39.951","已到警报日期","360","52.0","Crestline Houston Inc"
"2026-01-07","","G01390","Qingyue Pickled Vegetable Seasoning | 青悦 酸菜蘸酱 6bags*70g","调味品","蘸酱","青悦","01-07-2026/0.0","0.0","2026-01-07","242.0","242.0","11*6=66","Case","39.951","","360","52.0","Crestline Houston Inc"
"L280702893","","L52176","Maihe Milk Dried Vegetables | 麦禾 牛奶蘑菇 30bags*100g","蔬菜类干货","蘑菇","麦禾","07-08-2028/0.0","9.0","2028-07-08","9.0","9.0","10*7=70","Case","96.488","","720","118.5","Crestline Houston Inc"
"L280102894","","E75382","Chuanmai Peach Seasoning | 川麦 蜜桃辣椒调味品 6bags*100g","调味品","辣椒调味品","川麦","01-03-2028/0.0","211.0","2028-01-03","211.0","211.0","6*5=30","Case","41.832","","1080","54.5","Crestline Houston Inc"
"2026-07-17","","E75382","Chuanmai Peach Seasoning | 川麦 蜜桃辣椒调味品 6bags*100g","调味品","辣椒调味品","川麦","07-17-2026/0.0","0.0","2026-07-17","211.0","211.0","6*5=30","Case","41.832","","1080","54.5","Crestline Houston Inc"
"L260802896","","E75382","Chuanmai Peach Seasoning | 川麦 蜜桃辣椒调味品 6bags*100g","调味品","辣椒调味品","川麦","08-19-2026/0.0","0.0","2026-08-19","211.0","211.0","6*5=30","Case","41.832","","1080","54.5","Crestline Houston Inc"
"L280602897","","L56125","Fuling Mala Dried Vegetables | 福岭 麻辣木耳 10bags*70g","蔬菜类干货","木耳","福岭","06-20-2028/0.0","2.0","2028-06-20","4.0","5.0","15*9=135","Case","49.738","","1080","69.5","Crestline Houston Inc"
"L290302898","","L56125","Fuling Mala Dried Vegetables | 福岭 麻辣木耳 10bags*70g","蔬菜类干货","木耳","福岭","03-13-2029/0.0","2.0","2029-03-13","4.0","5.0","15*9=135","Case","49.738","","1080","69.5","Crestline Houston Inc"
"L280302899","","L29290","Fuling Sea Salt Dried Vegetables | 福岭 海盐木耳 24bags*400g","蔬菜类干货","木耳","福岭","03-04-2028/0.0","22.0","2028-03-04","22.0","22.0","10*7=70","Case","79.294","","1080","90.5","Crestline Houston Inc"
"2026-06-28","","L29290","Fuling Sea Salt Dried Vegetables | 福岭 海盐木耳 24bags*400g","蔬菜类干货","木耳","福岭","06-28-2026/0.0","0.0","2026-06-28","22.0","22.0","10*7=70","Case","79.294","","1080","90.5","Crestline Houston Inc"
"L271002901","","G41260","JIALING Original Seasoning | 嘉岭 原味调味汁 12bags*100g","调味品","调味汁","嘉岭","10-28-2027/0.0","299.0","2027-10-28","299.0","427.0","16*10=160","Case","48.765","","540","58.5","Crestline Houston Inc"
"L270302902","","E05379","JIALING Five Spice Seasoning | 嘉岭 五香蒜 1bag*5lb","调味品","蒜","嘉岭","03-18-2027/0.0","1.0","2027-03-18","3.0","8.0","17*10=170","Bag","17.664","","1080","25.5","Crestline Houston Inc"
"L280702903","","E05379","JIALING Five Spice Seasoning | 嘉岭 五香蒜 1bag*5lb","调味品","蒜","嘉岭","07-27-2028/0.0","1.0","2028-07-27","3.0","8.0","17*10=170","Bag","17.664","","1080","25.5","Crestline Houston Inc"
"L270402904","","E05379","JIALING Five Spice Seasoning | 嘉岭 五香蒜 1bag*5lb","调味品","蒜","嘉岭","04-09-2027/0.0","1.0","2027-04-09","3.0","8.0","17*10=170","Bag","17.664","","1080","25.5","Crestline Houston Inc"
"2026-06-24","","E05379","JIALING Five Spice Seasoning | 嘉岭 五香蒜 1bag*5lb","调味品","蒜","嘉岭","06-24-2026/0.0","0.0","2026-06-24","3.0","8.0","17*10=170","Bag","17.664","","1080","25.5","Crestline Houston Inc"
"L270402906","","A54394","QINGQUAN Peach Drink | 清泉 蜜桃即饮茶 12btls*330ml","饮料","即饮茶","清泉","04-06-2027/0.0","11.0","2027-04-06","22.0","22.0","13*7=91","Case","24.275","","360","30.0","Crestline Northwest Inc"
"L261202907","","A54394","QINGQUAN Peach Drink | 清泉 蜜桃即饮茶 12btls*330ml","饮料","即饮茶","清泉","12-18-2026/0.0","11.0","2026-12-18","22.0","22.0","13*7=91","Case","24.275","","360","30.0","Crestline Northwest Inc"
"2026-08-04","","A54394","QINGQUAN Peach Drink | 清泉 蜜桃即饮茶 12btls*330ml","饮料","即饮茶","清泉","08-04-2026/0.0","0.0","2026-08-04","22.0","22.0","13*7=91","Case","24.275","","360","30.0","Crestline Northwest Inc"
"L270302909","","A49363","QINGQUAN Lemon Drink | 清泉 柠檬即饮茶 20btls*480ml","饮料","即饮茶","清泉","03-03-2027/0.0","1.0","2027-03-03","1.0","1.0","","Case","27.816","","360","31.5","Crestline Northwest Inc"
"L270702910","","A49363","QINGQUAN Lemon Drink | 清泉 柠檬即饮茶 20btls*480ml","饮料","即饮茶","清泉","07-15-2027/0.0","0.0","2027-07-15","1.0","1.0","","Case","27.816","","360","31.5","Crestline Northwest Inc"
"L270802911","","A49363","QINGQUAN Lemon Drink | 清泉 柠檬即饮茶 20btls*480ml","饮料","即饮茶","清泉","08-10-2027/0.0","0.0","2027-08-10","1.0","1.0","","Case","27.816","","360","31.5","Crestline Northwest Inc"
"L251002912","","A49363","QINGQUAN Lemon Drink | 清泉 柠檬即饮茶 20btls*480ml","饮料","即饮茶","清泉","10-10-2025/0.0","0.0","2025-10-10","1.0","1.0","","Case","27.816","","360","31.5","Crestline Northwest Inc"
"L270402913","","A59173","QINGQUAN Matcha Drink | 清泉 抹茶即饮茶 20btls*280ml","饮料","即饮茶","清泉","04-23-2027/0.0","34.0","2027-04-23","34.0","34.0","","Case","16.793","","360","23.0","Crestline Northwest Inc"
"L270302914","","A60317","QINGQUAN Milk Drink | 清泉 牛奶即饮茶 20btls*280ml","饮料","即饮茶","清泉","03-08-2027/0.0","5.0","2027-03-08","11.0","11.0","10*13=130","Case","21.707","","360","29.0","Crestline Northwest Inc"
"L270502915","","A60317","QINGQUAN Milk Drink | 清泉 牛奶即饮茶 20btls*280ml","饮料","即饮茶","清泉","05-26-2027/0.0","3.0","2027-05-26","11.0","11.0","10*13=130","Case","21.707","","360","29.0","Crestline Northwest Inc"
"L261202916","","A60317","QINGQUAN Milk Drink | 清泉 牛奶即饮茶 20btls*280ml","饮料","即饮茶","清泉","12-13-2026/0.0","3.0","2026-12-13","11.0","11.0","10*13=130","Case","21.707","","360","29.0","Crestline Northwest Inc"
"L270102917","","A77352","QINGQUAN Coconut Drink | 清泉 椰子即饮茶 24btls*280ml","饮料","即饮茶","清泉","01-29-2027/0.0","12.0","2027-01-29","23.0","29.0","11*5=55","Case","17.479","","360","20.5","Crestline Northwest Inc"
"L270702918","","A77352","QINGQUAN Coconut Drink | 清泉 椰子即饮茶 24btls*280ml","饮料","即饮茶","清泉","07-24-2027/0.0","11.0","2027-07-24","23.0","29.0","11*5=55","Case","17.479","","360","20.5","Crestline Northwest Inc"
"L260502919","","A77352","QINGQUAN Coconut Drink | 清泉 椰子即饮茶 24btls*280ml","饮料","即饮茶","清泉","05-23-2026/0.0","0.0","2026-05-23","23.0","29.0","11*5=55","Case","17.479","","360","20.5","Crestline Northwest Inc"
"L260302920","","A77352","QINGQUAN Coconut Drink | 清泉 椰子即饮茶 24btls*280ml","饮料","即饮茶","清泉","03-10-2026/0.0","0.0","2026-03-10","23.0","29.0","11*5=55","Case","17.479","","360","20.5","Crestline Northwest Inc"
"L270402921","","A66366","QINGQUAN Peach Drink | 清泉 蜜桃植物饮料 20btls*500ml","饮料","植物饮料","清泉","04-17-2027/0.0","8.0","2027-04-17","8.0","13.0","17*11=187","Case","21.05","","360","23.5","Crestline Northwest Inc"
"L261002922","","A67153","QINGQUAN Lychee Drink | 清泉 荔枝茉莉植物饮料 15btls*330ml","饮料","植物饮料","清泉","10-26-2026/0.0","15.0","2026-10-26","29.0","37.0","5*5=25","Case","25.395","已到警报日期","360","28.5","Crestline Northwest Inc"
"L270202923","","A67153","QINGQUAN Lychee Drink | 清泉 荔枝茉莉植物饮料 15btls*330ml","饮料","植物饮料","清泉","02-15-2027/0.0","14.0","2027-02-15","29.0","37.0","5*5=25","Case","25.395","","360","28.5","Crestline Northwest Inc"
"L260102924","","A67153","QINGQUAN Lychee Drink | 清泉 荔枝茉莉植物饮料 15btls*330ml","饮料","植物饮料","清泉","01-27-2026/0.0","0.0","2026-01-27","29.0","37.0","5*5=25","Case","25.395","","360","28.5","Crestline Northwest Inc"
"L270802925","","A16334","QINGQUAN Grape Drink | 清泉 葡萄植物饮料 24btls*500ml","饮料","植物饮料","清泉","08-16-2027/0.0","58.0","2027-08-16","115.0","117.0","13*9=117","Case","13.084","","360","15.0","Crestline Northwest Inc"
"L270702926","","A16334","QINGQUAN Grape Drink | 清泉 葡萄植物饮料 24btls*500ml","饮料","植物饮料","清泉","07-30-2027/0.0","57.0","2027-07-30","115.0","117.0","13*9=117","Case","13.084","","360","15.0","Crestline Northwest Inc"
"L260302927","","A16334","QINGQUAN Grape Drink | 清泉 葡萄植物饮料 24btls*500ml","饮料","植物饮料","清泉","03-25-2026/0.0","0.0","2026-03-25","115.0","117.0","13*9=117","Case","13.084","","360","15.0","Crestline Northwest Inc"
"2025-12-01","","A16334","QINGQUAN Grape Drink | 清泉 葡萄植物饮料 24btls*500ml","饮料","植物饮料","清泉","12-01-2025/0.0","0.0","2025-12-01","115.0","117.0","13*9=117","Case","13.084","","360","15.0","Crestline Northwest Inc"
"L270502929","","A71357","QINGQUAN Lemon Drink | 清泉 柠檬植物饮料 20btls*1500ml","饮料","植物饮料","清泉","05-08-2027/0.0","7.0","2027-05-08","7.0","21.0","6*11=66","Case","17.991","","360","20.0","Crestline Northwest Inc"
"L270502930","","A26234","QINGQUAN Milk Drink | 清泉 牛奶植物饮料 24btls*1500ml","饮料","植物饮料","清泉","05-25-2027/0.0","45.0","2027-05-25","133.0","139.0","9*6=54","Case","22.765","","360","30.5","Crestline Northwest Inc"
"L270602931","","A26234","QINGQUAN Milk Drink | 清泉 牛奶植物饮料 24btls*1500ml","饮料","植物饮料","清泉","06-10-2027/0.0","44.0","2027-06-10","133.0","139.0","9*6=54","Case","22.765","","360","30.5","Crestline Northwest Inc"
"L270602932","","A26234","QINGQUAN Milk Drink | 清泉 牛奶植物饮料 24btls*1500ml","饮料","植物饮料","清泉","06-13-2027/0.0","44.0","2027-06-13","133.0","139.0","9*6=54","Case","22.765","","360","30.5","Crestline Northwest Inc"
"L270402933","","A56386","QINGQUAN Coconut Drink | 清泉 椰子植物饮料 24btls*1500ml","饮料","植物饮料","清泉","04-18-2027/0.0","0.0","2027-04-18","0.0","0.0","17*5=85","Case","21.431","","360","27.5","Crestline Northwest Inc"
"L270102934","","A56386","QINGQUAN Coconut Drink | 清泉 椰子植物饮料 24btls*1500ml","饮料","植物饮料","清泉","01-14-2027/0.0","0.0","2027-01-14","0.0","0.0","17*5=85","Case","21.431","","360","27.5","Crestline Northwest Inc"
"L270302935","","A56386","QINGQUAN Coconut Drink | 清泉 椰子植物饮料 24btls*1500ml","饮料","植物饮料","清泉","03-30-2027/0.0","0.0","2027-03-30","0.0","0.0","17*5=85","Case","21.431","","360","27.5","Crestline Northwest Inc"
"2025-12-17","","A56386","QINGQUAN Coconut Drink | 清泉 椰子植物饮料 24btls*1500ml","饮料","植物饮料","清泉","12-17-2025/0.0","0.0","2025-12-17","0.0","0.0","17*5=85","Case","21.431","","360","27.5","Crestline Northwest Inc"
"L270902937","","FE53175","YUANCHUAN Red Bean Frozen Dessert | 源川 红豆冰淇淋 8boxes*4bags*88ml","冷冻和冷藏食品","冰淇淋","源川","09-11-2027/0.0","3.0","2027-09-11","7.0","20.0","","Case","35.688","","540","50.5","Crestline Northwest Inc"
"L270702938","","FE53175","YUANCHUAN Red Bean Frozen Dessert | 源川 红豆冰淇淋 8boxes*4bags*88ml","冷冻和冷藏食品","冰淇淋","源川","07-30-2027/0.0","2.0","2027-07-30","7.0","20.0","","Case","35.688","","540","50.5","Crestline Northwest Inc"
"L271102939","","FE53175","YUANCHUAN Red Bean Frozen Dessert | 源川 红豆冰淇淋 8boxes*4bags*88ml","冷冻和冷藏食品","冰淇淋","源川","11-05-2027/0.0","2.0","2027-11-05","7.0","20.0","","Case","35.688","","540","50.5","Crestline Northwest Inc"
"L270902940","","FE11202","YUANCHUAN Taro Frozen Dessert | 源川 芋头冰淇淋 8boxes*3bags*72ml","冷冻和冷藏食品","冰淇淋","源川","09-16-2027/0.0","1.0","2027-09-16","1.0","2.0","11*6=66","Case","42.328","","540","53.5","Crestline Northwest Inc"
"L271202941","","FE11202","YUANCHUAN Taro Frozen Dessert | 源川 芋头冰淇淋 8boxes*3bags*72ml","冷冻和冷藏食品","冰淇淋","源川","12-12-2027/0.0","0.0","2027-12-12","1.0","2.0","11*6=66","Case","42.328","","540","53.5","Crestline Northwest Inc"
"L270402942","","FE11202","YUANCHUAN Taro Frozen Dessert | 源川 芋头冰淇淋 8boxes*3bags*72ml","冷冻和冷藏食品","冰淇淋","源川","04-15-2027/0.0","0.0","2027-04-15","1.0","2.0","11*6=66","Case","42.328","","540","53.5","Crestline Northwest Inc"
"L270602943","","FE29343","YUANCHUAN Milk Frozen Dessert | 源川 牛奶冰淇淋 6boxes*4bags*90ml","冷冻和冷藏食品","冰淇淋","源川","06-05-2027/0.0","1.0","2027-06-05","1.0","3.0","17*7=119","Case","43.273","","540","62.5","Crestline Northwest Inc"
"L271102944","","FE29343","YUANCHUAN Milk Frozen Dessert | 源川 牛奶冰淇淋 6boxes*4bags*90ml","冷冻和冷藏食品","冰淇淋","源川","11-21-2027/0.0","0.0","2027-11-21","1.0","3.0","17*7=119","Case","43.273","","540","62.5","Crestline Northwest Inc"
"L271102945","","FE29343","YUANCHUAN Milk Frozen Dessert | 源川 牛奶冰淇淋 6boxes*4bags*90ml","冷冻和冷藏食品","冰淇淋","源川","11-05-2027/0.0","0.0","2027-11-05","1.0","3.0","17*7=119","Case","43.273","","540","62.5","Crestline Northwest Inc"
"2026-01-03","","FE29343","YUANCHUAN Milk Frozen Dessert | 源川 牛奶冰淇淋 6boxes*4bags*90ml","冷冻和冷藏食品","冰淇淋","源川","01-03-2026/0.0","0.0","2026-01-03","1.0","3.0","17*7=119","Case","43.273","","540","62.5","Crestline Northwest Inc"
"L271002947","","FE18257","YUANCHUAN Peach Frozen Dessert | 源川 蜜桃冰淇淋 24boxes*4bags*72ml","冷冻和冷藏食品","冰淇淋","源川","10-09-2027/0.0","9.0","2027-10-09","18.0","18.0","15*9=135","Case","36.318","","540","52.0","Crestline Northwest Inc"
"L270802948","","FE18257","YUANCHUAN Peach Frozen Dessert | 源川 蜜桃冰淇淋 24boxes*4bags*72ml","冷冻和冷藏食品","冰淇淋","源川","08-06-2027/0.0","9.0","2027-08-06","18.0","18.0","15*9=135","Case","36.318","","540","52.0","Crestline Northwest Inc"
"L251102949","","FE18257","YUANCHUAN Peach Frozen Dessert | 源川 蜜桃冰淇淋 24boxes*4bags*72ml","冷冻和冷藏食品","冰淇淋","源川","11-27-2025/0.0","0.0","2025-11-27","18.0","18.0","15*9=135","Case","36.318","","540","52.0","Crestline Northwest Inc"
"L271102950","","FE14300","YUANCHUAN Matcha Frozen Dessert | 源川 抹茶冰淇淋 6boxes*3bags*90ml","冷冻和冷藏食品","冰淇淋","源川","11-15-2027/0.0","7.0","2027-11-15","19.0","32.0","","Case","49.141","","540","65.5","Crestline Northwest Inc"
"L270602951","","FE14300","YUANCHUAN Matcha Frozen Dessert | 源川 抹茶冰淇淋 6boxes*3bags*90ml","冷冻和冷藏食品","冰淇淋","源川","06-14-2027/0.0","6.0","2027-06-14","19.0","32.0","","Case","49.141","","540","65.5","Crestline Northwest Inc"
"L260502952","","FE14300","YUANCHUAN Matcha Frozen Dessert | 源川 抹茶冰淇淋 6boxes*3bags*90ml","冷冻和冷藏食品","冰淇淋","源川","05-14-2026/0.0","6.0","2026-05-14","19.0","32.0","","Case","49.141","已到警报日期","540","65.5","Crestline Northwest Inc"
"2026-03-23","","FE14300","YUANCHUAN Matcha Frozen Dessert | 源川 抹茶冰淇淋 6boxes*3bags*90ml","冷冻和冷藏食品","冰淇淋","源川","03-23-2026/0.0","0.0","2026-03-23","19.0","32.0","","Case","49.141","","540","65.5","Crestline Northwest Inc"
"L260502954","","FE14300","YUANCHUAN Matcha Frozen Dessert | 源川 抹茶冰淇淋 6boxes*3bags*90ml","冷冻和冷藏食品","冰淇淋","源川","05-22-2026/0.0","0.0","2026-05-22","19.0","32.0","","Case","49.141","","540","65.5","Crestline Northwest Inc"
"L270902955","","FE04114","YUANCHUAN Melon Frozen Dessert | 源川 哈密瓜冰淇淋 8boxes*4bags*90ml","冷冻和冷藏食品","冰淇淋","源川","09-24-2027/0.0","40.0","2027-09-24","120.0","148.0","","Case","42.234","","540","999.0","Crestline Northwest Inc"
"L270202956","","FE04114","YUANCHUAN Melon Frozen Dessert | 源川 哈密瓜冰淇淋 8boxes*4bags*90ml","冷冻和冷藏食品","冰淇淋","源川","02-18-2027/0.0","40.0","2027-02-18","120.0","148.0","","Case","42.234","","540","50.0","Crestline Northwest Inc"
"L270102957","","FE04114","YUANCHUAN Melon Frozen Dessert | 源川 哈密瓜冰淇淋 8boxes*4bags*90ml","冷冻和冷藏食品","冰淇淋","源川","01-01-2027/0.0","40.0","2027-01-01","120.0","148.0","","Case","42.234","","540","50.0","Crestline Northwest Inc"
"2026-05-27","","FE04114","YUANCHUAN Melon Frozen Dessert | 源川 哈密瓜冰淇淋 8boxes*4bags*90ml","冷冻和冷藏食品","冰淇淋","源川","05-27-2026/0.0","0.0","2026-05-27","120.0","148.0","","Case","42.234","","540","50.0","Crestline Northwest Inc"
"L271002959","","FE60393","YUANCHUAN Brown Sugar Frozen Dessert | 源川 黑糖冰淇淋 6boxes*4bags*88ml","冷冻和冷藏食品","冰淇淋","源川","10-01-2027/0.0","13.0","2027-10-01","35.0","54.0","16*7=112","Case","33.767","","540","49.0","Crestline Northwest Inc"
"L261202960","","FE60393","YUANCHUAN Brown Sugar Frozen Dessert | 源川 黑糖冰淇淋 6boxes*4bags*88ml","冷冻和冷藏食品","冰淇淋","源川","12-22-2026/0.0","11.0","2026-12-22","35.0","54.0","16*7=112","Case","33.767","","540","49.0","Crestline Northwest Inc"
"L270802961","","FE60393","YUANCHUAN Brown Sugar Frozen Dessert | 源川 黑糖冰淇淋 6boxes*4bags*88ml","冷冻和冷藏食品","冰淇淋","源川","08-08-2027/0.0","11.0","2027-08-08","35.0","54.0","16*7=112","Case","33.767","","540","49.0","Crestline Northwest Inc"
"2025-11-02","","FE60393","YUANCHUAN Brown Sugar Frozen Dessert | 源川 黑糖冰淇淋 6boxes*4bags*88ml","冷冻和冷藏食品","冰淇淋","源川","11-02-2025/0.0","0.0","2025-11-02","35.0","54.0","16*7=112","Case","33.767","","540","49.0","Crestline Northwest Inc"
"L270302963","","FE83379","Chenle Chocolate Frozen Dessert | 晨乐 巧克力冰淇淋 6boxes*3bags*72ml","冷冻和冷藏食品","冰淇淋","晨乐","03-21-2027/0.0","11.0","2027-03-21","22.0","22.0","8*13=104","Case","42.096","","540","60.0","Crestline Northwest Inc"
"L261102964","","FE83379","Chenle Chocolate Frozen Dessert | 晨乐 巧克力冰淇淋 6boxes*3bags*72ml","冷冻和冷藏食品","冰淇淋","晨乐","11-17-2026/0.0","11.0","2026-11-17","22.0","22.0","8*13=104","Case","42.096","已到警报日期","540","60.0","Crestline Northwest Inc"
"L270902965","","FE03167","Chenle Pineapple Frozen Dessert | 晨乐 菠萝冰淇淋 8boxes*4bags*90ml","冷冻和冷藏食品","冰淇淋","晨乐","09-29-2027/0.0","41.0","2027-09-29","82.0","82.0","","Case","36.963","","540","44.5","Crestline Northwest Inc"
"L260902966","","FE03167","Chenle Pineapple Frozen Dessert | 晨乐 菠萝冰淇淋 8boxes*4bags*90ml","冷冻和冷藏食品","冰淇淋","晨乐","09-29-2026/0.0","41.0","2026-09-29","82.0","82.0","","Case","36.963","已到警报日期","540","44.5","Crestline Northwest Inc"
"L280202967","","FE35318","Chenle Red Bean Frozen Dessert | 晨乐 红豆冰淇淋 8boxes*3bags*72ml","冷冻和冷藏食品","冰淇淋","晨乐","02-07-2028/0.0","2.0","2028-02-07","2.0","2.0","11*14=154","Case","42.631","","540","60.5","Crestline Northwest Inc"
"L251202968","","FE35318","Chenle Red Bean Frozen Dessert | 晨乐 红豆冰淇淋 8boxes*3bags*72ml","冷冻和冷藏食品","冰淇淋","晨乐","12-14-2025/0.0","0.0","2025-12-14","2.0","2.0","11*14=154","Case","42.631","","540","60.5","Crestline Northwest Inc"
"2026-02-01","","FE35318","Chenle Red Bean Frozen Dessert | 晨乐 红豆冰淇淋 8boxes*3bags*72ml","冷冻和冷藏食品","冰淇淋","晨乐","02-01-2026/0.0","0.0","2026-02-01","2.0","2.0","11*14=154","Case","42.631","","540","60.5","Crestline Northwest Inc"
"L260502970","","FE60355","Chenle Osmanthus Frozen Dessert | 晨乐 桂花冰淇淋 8boxes*4bags*88ml","冷冻和冷藏食品","冰淇淋","晨乐","05-06-2026/0.0","4882.0","2026-05-06","9764.0","9764.0","","Case","31.236","已到警报日期","540","44.5","Crestline Northwest Inc"
"L270402971","","FE60355","Chenle Osmanthus Frozen Dessert | 晨乐 桂花冰淇淋 8boxes*4bags*88ml","冷冻和冷藏食品","冰淇淋","晨乐","04-20-2027/0.0","4882.0","2027-04-20","9764.0","9764.0","","Case","31.236","","540","44.5","Crestline Northwest Inc"
"L271102972","","FE57162","Chenle Lychee Frozen Dessert | 晨乐 荔枝冰淇淋 6boxes*4bags*88ml","冷冻和冷藏食品","冰淇淋","晨乐","11-22-2027/0.0","5.0","2027-11-22","11.0","16.0","17*12=204","Case","34.524","","540","44.0","Crestline Northwest Inc"
"L260802973","","FE57162","Chenle Lychee Frozen Dessert | 晨乐 荔枝冰淇淋 6boxes*4bags*88ml","冷冻和冷藏食品","冰淇淋","晨乐","08-08-2026/0.0","3.0","2026-08-08","11.0","16.0","17*12=204","Case","34.524","已到警报日期","540","999.0","Crestline Northwest Inc"
